id,time,text,city_name,coordinates,place
1419808468324790274,2021-07-26 23:54:52+00:00,b'I hadn\xe2\x80\x99t seen you for awhile\xe2\x80\xa6 I thought you were inJapan\xe2\x80\xa6 with the Corgi Tesm! No? https://t.co/YJQ5gfJMbQ',"Newport, KY","[[[-84.504476, 39.064988], [-84.4611, 39.064988], [-84.4611, 39.1024267], [-84.504476, 39.1024267]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='25e7ede60b304d89', url='https://api.twitter.com/1.1/geo/id/25e7ede60b304d89.json', place_type='city', name='Newport', full_name='Newport, KY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-84.504476, 39.064988], [-84.4611, 39.064988], [-84.4611, 39.1024267], [-84.504476, 39.1024267]]]), attributes={})"
1419343586320019458,2021-07-25 17:07:35+00:00,b'There\xe2\x80\x99s a bad joke here somewhere https://t.co/FuE4gWriam',"Inglewood, CA","[[[-118.378887, 33.9253169], [-118.3134177, 33.9253169], [-118.3134177, 33.9819502], [-118.378887, 33.9819502]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='97e336e1e3ed9e1e', url='https://api.twitter.com/1.1/geo/id/97e336e1e3ed9e1e.json', place_type='city', name='Inglewood', full_name='Inglewood, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-118.378887, 33.9253169], [-118.3134177, 33.9253169], [-118.3134177, 33.9819502], [-118.378887, 33.9819502]]]), attributes={})"
1419372964823408640,2021-07-25 19:04:20+00:00,b'The #Olympics seem to be starting out slowly for Team USA \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"Central City, KY","[[[-87.154448, 37.269115], [-87.0936138, 37.269115], [-87.0936138, 37.320826], [-87.154448, 37.320826]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='cb4cde5b13a748f0', url='https://api.twitter.com/1.1/geo/id/cb4cde5b13a748f0.json', place_type='city', name='Central City', full_name='Central City, KY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-87.154448, 37.269115], [-87.0936138, 37.269115], [-87.0936138, 37.320826], [-87.154448, 37.320826]]]), attributes={})"
1425093660165738509,2021-08-10 13:56:20+00:00,b'https://t.co/u0G6OPzAav',"Gainesville, VA","[[[-77.675429, 38.763188], [-77.579294, 38.763188], [-77.579294, 38.821247], [-77.675429, 38.821247]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='001468602e90b4c7', url='https://api.twitter.com/1.1/geo/id/001468602e90b4c7.json', place_type='city', name='Gainesville', full_name='Gainesville, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-77.675429, 38.763188], [-77.579294, 38.763188], [-77.579294, 38.821247], [-77.675429, 38.821247]]]), attributes={})"
1419343311375151107,2021-07-25 17:06:30+00:00,b'@SpencerBoyd Olympics/Baseball',"Vicksburg, MI","[[[-85.583959, 42.089785], [-85.509529, 42.089785], [-85.509529, 42.157477], [-85.583959, 42.157477]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='f01b689ce49ad91d', url='https://api.twitter.com/1.1/geo/id/f01b689ce49ad91d.json', place_type='city', name='Vicksburg', full_name='Vicksburg, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-85.583959, 42.089785], [-85.509529, 42.089785], [-85.509529, 42.157477], [-85.583959, 42.157477]]]), attributes={})"
1420021486878867458,2021-07-27 14:01:19+00:00,"b""It's pretty dumb that they have already decided softball won't be at the next Olympics. An actual sport unlike air rifle""","Sandy Springs, GA","[[[-84.4468, 33.876737], [-84.2580892, 33.876737], [-84.2580892, 34.010177], [-84.4468, 34.010177]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='b077585758242faa', url='https://api.twitter.com/1.1/geo/id/b077585758242faa.json', place_type='city', name='Sandy Springs', full_name='Sandy Springs, GA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-84.4468, 33.876737], [-84.2580892, 33.876737], [-84.2580892, 34.010177], [-84.4468, 34.010177]]]), attributes={})"
1418406162085687299,2021-07-23 03:02:36+00:00,b'Anyone else not give two sh.ts about @Olympics @TeamUSA tired of all their fake AF #poser #woke crap and\xe2\x80\xa6 https://t.co/2ejt15W9pw',"New York, USA","[[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='94965b2c45386f87', url='https://api.twitter.com/1.1/geo/id/94965b2c45386f87.json', place_type='admin', name='New York', full_name='New York, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]]), attributes={})"
1419516837851697153,2021-07-26 04:36:02+00:00,b'@Lucyisamazing70 @Olympics @pitaTofua Fine as wine!  Gorgeous!',"Dayton, OH","[[[-84.307688, 39.695193], [-84.093044, 39.695193], [-84.093044, 39.865523], [-84.307688, 39.865523]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='8d742fb555fbff21', url='https://api.twitter.com/1.1/geo/id/8d742fb555fbff21.json', place_type='city', name='Dayton', full_name='Dayton, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-84.307688, 39.695193], [-84.093044, 39.695193], [-84.093044, 39.865523], [-84.307688, 39.865523]]]), attributes={})"
1417469106505330688,2021-07-20 12:59:04+00:00,b'\xf0\x9f\x98\xa2 https://t.co/VUvq7L9cS5',"Virginia, USA","[[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='5635c19c2b5078d1', url='https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json', place_type='admin', name='Virginia', full_name='Virginia, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]]), attributes={})"
1419343276386160641,2021-07-25 17:06:21+00:00,"b'So fascinated by skateboarding at @Tokyo2020 The balance, agility, and fearlessness! Oh, but I wish these friends w\xe2\x80\xa6 https://t.co/rTVRuALRpJ'","Maryland, USA","[[[-79.487651, 37.886607], [-74.986286, 37.886607], [-74.986286, 39.723622], [-79.487651, 39.723622]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='dea1eac2d7ef8878', url='https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json', place_type='admin', name='Maryland', full_name='Maryland, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-79.487651, 37.886607], [-74.986286, 37.886607], [-74.986286, 39.723622], [-79.487651, 39.723622]]]), attributes={})"
1425091191586975744,2021-08-10 13:46:31+00:00,b'Hey my sexy beast. Come to Vegas!! I\xe2\x80\x99ll make it good!! https://t.co/DJAOOYkGuP',"Paradise, NV","[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='8fa6d7a33b83ef26', url='https://api.twitter.com/1.1/geo/id/8fa6d7a33b83ef26.json', place_type='city', name='Paradise', full_name='Paradise, NV', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]), attributes={})"
1419343576413184001,2021-07-25 17:07:33+00:00,"b'In 12 years, Coach K only lost one game as Team USA\xe2\x80\x99s coach.\n\nPopovich is now 9-4 as the HC.\n\nAnd before you say it\xe2\x80\xa6 https://t.co/RxbFSBGTy4'","Staunton, VA","[[[-79.113516, 38.121322], [-79.012337, 38.121322], [-79.012337, 38.190201], [-79.113516, 38.190201]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='d72afa3c3f1d73af', url='https://api.twitter.com/1.1/geo/id/d72afa3c3f1d73af.json', place_type='city', name='Staunton', full_name='Staunton, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-79.113516, 38.121322], [-79.012337, 38.121322], [-79.012337, 38.190201], [-79.113516, 38.190201]]]), attributes={})"
1419343819825238017,2021-07-25 17:08:31+00:00,b'People conflate the issue of athletes not making the Olympics because they are from countries with a lot of depth w\xe2\x80\xa6 https://t.co/MJEA1oUdul',"San Jose, CA","[[[-122.035311, 37.193164], [-121.71215, 37.193164], [-121.71215, 37.469154], [-122.035311, 37.469154]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='7d62cffe6f98f349', url='https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json', place_type='city', name='San Jose', full_name='San Jose, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-122.035311, 37.193164], [-121.71215, 37.193164], [-121.71215, 37.469154], [-122.035311, 37.469154]]]), attributes={})"
1419808994785333268,2021-07-26 23:56:57+00:00,b'En mi pr\xc3\xb3xima vida quiero ser una de estas chicas\xe2\x80\xa6 imag\xc3\xadnate logrando tanto a los 13 a\xc3\xb1os. \xf0\x9f\x98\x8d https://t.co/stDbXjfgRW',"Fresno, CA","[[[-119.93251, 36.648905], [-119.632419, 36.648905], [-119.632419, 36.923179], [-119.93251, 36.923179]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='944c03c1d85ef480', url='https://api.twitter.com/1.1/geo/id/944c03c1d85ef480.json', place_type='city', name='Fresno', full_name='Fresno, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-119.93251, 36.648905], [-119.632419, 36.648905], [-119.632419, 36.923179], [-119.93251, 36.923179]]]), attributes={})"
1420021449838968837,2021-07-27 14:01:11+00:00,"b'See, \xe2\x80\x9cearns\xe2\x80\x9d is still way better than \xe2\x80\x9csettles\xe2\x80\x9d. Thank you @NBCOlympics https://t.co/IGn6HJtFWQ'","Sevierville, TN","[[[-83.619367, 35.822985], [-83.47107, 35.822985], [-83.47107, 35.935433], [-83.619367, 35.935433]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='3157ff8cced5dbdb', url='https://api.twitter.com/1.1/geo/id/3157ff8cced5dbdb.json', place_type='city', name='Sevierville', full_name='Sevierville, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-83.619367, 35.822985], [-83.47107, 35.822985], [-83.47107, 35.935433], [-83.619367, 35.935433]]]), attributes={})"
1419343513020362753,2021-07-25 17:07:18+00:00,b'@bigten Congratulations @bigten @Olympics @NBCOlympics Olympians! #Illini All!',"San Francisco, CA","[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='5a110d312052166f', url='https://api.twitter.com/1.1/geo/id/5a110d312052166f.json', place_type='city', name='San Francisco', full_name='San Francisco, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]), attributes={})"
1419344147555684352,2021-07-25 17:09:49+00:00,b'@di9Designs @NAPARacing @NAPAKnowHow @Hooters @HootersRacing @UniFirst_Corp @llumarfilms @KelleyBlueBook\xe2\x80\xa6 https://t.co/JB8l5yVlBn',"Tennessee, USA","[[[-90.310298, 34.982924], [-81.646901, 34.982924], [-81.646901, 36.678119], [-90.310298, 36.678119]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='7f7d58e5229c6b6c', url='https://api.twitter.com/1.1/geo/id/7f7d58e5229c6b6c.json', place_type='admin', name='Tennessee', full_name='Tennessee, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-90.310298, 34.982924], [-81.646901, 34.982924], [-81.646901, 36.678119], [-90.310298, 36.678119]]]), attributes={})"
1419344849157898240,2021-07-25 17:12:36+00:00,b'They can\xe2\x80\x99t hide all the news\xe2\x80\xa6 you just have to know where to look. https://t.co/YFKtW4BDPt',"Austin, TX","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='c3f37afa9efcf94b', url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', place_type='city', name='Austin', full_name='Austin, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]), attributes={})"
1423723891369947145,2021-08-06 19:13:21+00:00,b'Black girl magic \xe2\x9c\xa8\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x8e\x93 https://t.co/1E4pwXmm6F',"Coralville, IA","[[[-91.642268, 41.666511], [-91.528113, 41.666511], [-91.528113, 41.730042], [-91.642268, 41.730042]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='1c70a89b85693461', url='https://api.twitter.com/1.1/geo/id/1c70a89b85693461.json', place_type='city', name='Coralville', full_name='Coralville, IA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-91.642268, 41.666511], [-91.528113, 41.666511], [-91.528113, 41.730042], [-91.642268, 41.730042]]]), attributes={})"
1417471318749061121,2021-07-20 13:07:52+00:00,b'Lol. https://t.co/DFRX8USQuR',"Maine, USA","[[[-71.084335, 42.917127], [-66.885075, 42.917127], [-66.885075, 47.459687], [-71.084335, 47.459687]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='463f5d9615d7d1be', url='https://api.twitter.com/1.1/geo/id/463f5d9615d7d1be.json', place_type='admin', name='Maine', full_name='Maine, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-71.084335, 42.917127], [-66.885075, 42.917127], [-66.885075, 47.459687], [-71.084335, 47.459687]]]), attributes={})"
1419344661714505736,2021-07-25 17:11:52+00:00,b'@WJadam024 Not to beat a dead horse but NBC was Olympics all night',"Columbus, OH","[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='3df0e3eb1e91170b', url='https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json', place_type='city', name='Columbus', full_name='Columbus, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]]), attributes={})"
1420084132940558337,2021-07-27 18:10:15+00:00,b'West End Linn2Linn https://t.co/C1Pbiha6IB',"Cincinnati, OH","[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='e444ecd51bd16ff3', url='https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', place_type='city', name='Cincinnati', full_name='Cincinnati, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]), attributes={})"
1425095712551940109,2021-08-10 14:04:29+00:00,b'Super \xf0\x9f\x8c\x9f\xf0\x9f\x8f\x85 https://t.co/MvX6kEgc3L',"Eagan, MN","[[[-93.228436, 44.774013], [-93.104796, 44.774013], [-93.104796, 44.862942], [-93.228436, 44.862942]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='5d441fd5487fc133', url='https://api.twitter.com/1.1/geo/id/5d441fd5487fc133.json', place_type='city', name='Eagan', full_name='Eagan, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-93.228436, 44.774013], [-93.104796, 44.774013], [-93.104796, 44.862942], [-93.228436, 44.862942]]]), attributes={})"
1420543858178408456,2021-07-29 00:37:02+00:00,b'https://t.co/Rsz3DYAfZ5 https://t.co/rQdZCklqgT',"Pennsylvania, USA","[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='dd9c503d6c35364b', url='https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json', place_type='admin', name='Pennsylvania', full_name='Pennsylvania, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]), attributes={})"
1420083803717001219,2021-07-27 18:08:57+00:00,b'Why do we attack athletes for making decisions with an emphasis on mental health? People be one bad day away from h\xe2\x80\xa6 https://t.co/my9xfABgLV',"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='7142eb97ae21e839', url='https://api.twitter.com/1.1/geo/id/7142eb97ae21e839.json', place_type='admin', name='Georgia', full_name='Georgia, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]), attributes={})"
1424488146750918658,2021-08-08 21:50:14+00:00,b'\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb #DSTfamily https://t.co/mjYDN4udsL',"Texas, USA","[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='e0060cda70f5f341', url='https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json', place_type='admin', name='Texas', full_name='Texas, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]), attributes={})"
1419809470604091397,2021-07-26 23:58:51+00:00,b'#Tokyo2020 https://t.co/Ppo2aoVlza',"Isla Verde, Puerto Rico","[[[-66.041626, 18.424088], [-65.981677, 18.424088], [-65.981677, 18.457703], [-66.041626, 18.457703]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='0076c60705aaf75b', url='https://api.twitter.com/1.1/geo/id/0076c60705aaf75b.json', place_type='city', name='Isla Verde', full_name='Isla Verde, Puerto Rico', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-66.041626, 18.424088], [-65.981677, 18.424088], [-65.981677, 18.457703], [-66.041626, 18.457703]]]), attributes={})"
1419809584903036930,2021-07-26 23:59:18+00:00,b'Congratulations to .@leetothekiefer - the first American woman to win #GOLD for individual foil #Olympics  #Olympics2021',"Philadelphia, PA","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='e4a0d228eb6be76b', url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', place_type='city', name='Philadelphia', full_name='Philadelphia, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]), attributes={})"
1419487074785366016,2021-07-26 02:37:46+00:00,b'Dang! I thought Naomi was about to get that break #TokyoOlympics #Tokyo2020',"Little Rock, AR","[[[-92.5215951, 34.6259499], [-92.1630491, 34.6259499], [-92.1630491, 34.8178224], [-92.5215951, 34.8178224]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='45a45eb8e30e7b14', url='https://api.twitter.com/1.1/geo/id/45a45eb8e30e7b14.json', place_type='city', name='Little Rock', full_name='Little Rock, AR', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-92.5215951, 34.6259499], [-92.1630491, 34.6259499], [-92.1630491, 34.8178224], [-92.5215951, 34.8178224]]]), attributes={})"
1420084272212238337,2021-07-27 18:10:49+00:00,b'#simonebiles is my hero\xe2\x80\xa6 period #fullstop @Olympics @TeamUSA',"Huntington Beach, CA","[[[-118.082615, 33.6289907], [-117.91485, 33.6289907], [-117.91485, 33.756093], [-118.082615, 33.756093]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='80eb17ffe368fc9a', url='https://api.twitter.com/1.1/geo/id/80eb17ffe368fc9a.json', place_type='city', name='Huntington Beach', full_name='Huntington Beach, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-118.082615, 33.6289907], [-117.91485, 33.6289907], [-117.91485, 33.756093], [-118.082615, 33.756093]]]), attributes={})"
1420085462442692610,2021-07-27 18:15:32+00:00,b'Leadership at its finest \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf https://t.co/02OASBW2vJ',"Indianapolis, IN","[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='018929347840059e', url='https://api.twitter.com/1.1/geo/id/018929347840059e.json', place_type='city', name='Indianapolis', full_name='Indianapolis, IN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]), attributes={})"
1420084125487312898,2021-07-27 18:10:14+00:00,b'Work on winning some games nigga. Making us look bad \xf0\x9f\x98\x92 https://t.co/oaHijnIpAL',"Philadelphia, PA","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='e4a0d228eb6be76b', url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', place_type='city', name='Philadelphia', full_name='Philadelphia, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]), attributes={})"
1420543719435083778,2021-07-29 00:36:29+00:00,"b""@haley_darling @MegawattsSports @MarneyGellner Aren't you a little curious that she was obviously fine leading up t\xe2\x80\xa6 https://t.co/zjDUoAIAA8""","West Fargo, ND","[[[-96.937345, 46.8039405], [-96.8616573, 46.8039405], [-96.8616573, 46.897372], [-96.937345, 46.897372]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='34b3fd2e17b34d78', url='https://api.twitter.com/1.1/geo/id/34b3fd2e17b34d78.json', place_type='city', name='West Fargo', full_name='West Fargo, ND', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-96.937345, 46.8039405], [-96.8616573, 46.8039405], [-96.8616573, 46.897372], [-96.937345, 46.897372]]]), attributes={})"
1425095745632444420,2021-08-10 14:04:37+00:00,b'@MikeNietzel https://t.co/NG1TqKo4PR',"Chicago, IL","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='1d9a5370a355ab0c', url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', place_type='city', name='Chicago', full_name='Chicago, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]), attributes={})"
1419344843176873985,2021-07-25 17:12:35+00:00,b'Que bueno \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd https://t.co/Vf9ySGcMPi',"Irving, TX","[[[-97.034184, 32.771786], [-96.888782, 32.771786], [-96.888782, 32.956048], [-97.034184, 32.956048]]]","Place(_api=<tweepy.api.API object at 0x2b0bcb078940>, id='dce44ec49eb788f5', url='https://api.twitter.com/1.1/geo/id/dce44ec49eb788f5.json', place_type='city', name='Irving', full_name='Irving, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b0bcb078940>, type='Polygon', coordinates=[[[-97.034184, 32.771786], [-96.888782, 32.771786], [-96.888782, 32.956048], [-97.034184, 32.956048]]]), attributes={})"
