,id,time,text,city_name,coordinates,place
32374,1420534584471691264,2021-07-29 00:00:11+00:00,"olympics don’t hit the same, idek what’s going on fr","Savage, MD","[[[-76.852175, 39.120076], [-76.776884, 39.120076], [-76.776884, 39.179931], [-76.852175, 39.179931]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='013e2fa93b1bd0be', url='https://api.twitter.com/1.1/geo/id/013e2fa93b1bd0be.json', place_type='city', name='Savage', full_name='Savage, MD', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-76.852175, 39.120076], [-76.776884, 39.120076], [-76.776884, 39.179931], [-76.852175, 39.179931]]]), attributes={})"
31712,1420534595519401986,2021-07-29 00:00:14+00:00,"@GiftEgbelu going king mode again!! Love it man, keep being you ❤ https://t.co/Fun4iUgXWo","Illinois, USA","[[[-91.51308, 36.970298], [-87.019935, 36.970298], [-87.019935, 42.508303], [-91.51308, 42.508303]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='f54a2170ff4b15f7', url='https://api.twitter.com/1.1/geo/id/f54a2170ff4b15f7.json', place_type='admin', name='Illinois', full_name='Illinois, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-91.51308, 36.970298], [-87.019935, 36.970298], [-87.019935, 42.508303], [-91.51308, 42.508303]]]), attributes={})"
29107,1420534732866170882,2021-07-29 00:00:47+00:00,"Russia got ""banned"" from the #Olympics and ended up at the Olympics with a cooler name. I bet they're all in their… https://t.co/gUx7Ak3i3P","Mastic, NY","[[[-72.866558, 40.775992], [-72.814025, 40.775992], [-72.814025, 40.834075], [-72.866558, 40.834075]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='ffaba230a4e0ec74', url='https://api.twitter.com/1.1/geo/id/ffaba230a4e0ec74.json', place_type='city', name='Mastic', full_name='Mastic, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-72.866558, 40.775992], [-72.814025, 40.775992], [-72.814025, 40.834075], [-72.866558, 40.834075]]]), attributes={})"
28340,1420534759692832773,2021-07-29 00:00:53+00:00,#beachvolleyball #TokyoOlympics #livegame #TokyoOlympics2021 #Toyko2020 #Toyko,"West Chester, OH","[[[-84.4832977, 39.2957423], [-84.346523, 39.2957423], [-84.346523, 39.374689], [-84.4832977, 39.374689]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='0019267176557307', url='https://api.twitter.com/1.1/geo/id/0019267176557307.json', place_type='city', name='West Chester', full_name='West Chester, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-84.4832977, 39.2957423], [-84.346523, 39.2957423], [-84.346523, 39.374689], [-84.4832977, 39.374689]]]), attributes={})"
28164,1420534810506928130,2021-07-29 00:01:05+00:00,Did a roundup on @OLReign internationals at the #Olympics! https://t.co/ZHYWl2TtlG,"Ocala, FL","[[[-82.293902, 28.962902], [-82.0278293, 28.962902], [-82.0278293, 29.277543], [-82.293902, 29.277543]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='01966db443c4c238', url='https://api.twitter.com/1.1/geo/id/01966db443c4c238.json', place_type='city', name='Ocala', full_name='Ocala, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-82.293902, 28.962902], [-82.0278293, 28.962902], [-82.0278293, 29.277543], [-82.293902, 29.277543]]]), attributes={})"
29504,1420535009623019521,2021-07-29 00:01:53+00:00,"It's time for me to watch a new episode of #AEWDynamite (@AEW, @AEWonTNT) on #TNT (@tntdrama). #AEW, #AEWOnTNT,… https://t.co/L3MYtN0Osl","Waterbury, CT","[[[-73.093845, 41.513971], [-72.9503712, 41.513971], [-72.9503712, 41.619186], [-73.093845, 41.619186]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='f9a4ed4d94a9b93f', url='https://api.twitter.com/1.1/geo/id/f9a4ed4d94a9b93f.json', place_type='city', name='Waterbury', full_name='Waterbury, CT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-73.093845, 41.513971], [-72.9503712, 41.513971], [-72.9503712, 41.619186], [-73.093845, 41.619186]]]), attributes={})"
21919,1420535122965585920,2021-07-29 00:02:20+00:00,i love this quote in @JoelOsteen's new @instagram story! Literally when i asked the agents @FordModels about tips o… https://t.co/3B9N8pj8zb,Garden Lakes South,"[[[-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='07d9e4f5aac84003', url='https://api.twitter.com/1.1/geo/id/07d9e4f5aac84003.json', place_type='poi', name='Garden Lakes South', full_name='Garden Lakes South', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935], [-112.29877531528473, 33.479472398757935]]]), attributes={})"
24738,1420535279908179971,2021-07-29 00:02:57+00:00,Are @AprilRossBeach and @sarahsponcil probably the next @MistyMayTreanor @kerrileewalsh ??? #TokyoOlympics #Tokyo2020 #Toyko2020 #toyko2021,"West Chester, OH","[[[-84.4832977, 39.2957423], [-84.346523, 39.2957423], [-84.346523, 39.374689], [-84.4832977, 39.374689]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='0019267176557307', url='https://api.twitter.com/1.1/geo/id/0019267176557307.json', place_type='city', name='West Chester', full_name='West Chester, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-84.4832977, 39.2957423], [-84.346523, 39.2957423], [-84.346523, 39.374689], [-84.4832977, 39.374689]]]), attributes={})"
24766,1420535403518447621,2021-07-29 00:03:27+00:00,The #Olympics tee markers are badass! #Golf,"La Riviera, CA","[[[-121.382934, 38.558844], [-121.333078, 38.558844], [-121.333078, 38.579383], [-121.382934, 38.579383]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='a6a4f4aa3e036068', url='https://api.twitter.com/1.1/geo/id/a6a4f4aa3e036068.json', place_type='city', name='La Riviera', full_name='La Riviera, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-121.382934, 38.558844], [-121.333078, 38.558844], [-121.333078, 38.579383], [-121.382934, 38.579383]]]), attributes={})"
28168,1420535539833491457,2021-07-29 00:03:59+00:00,Oxford’s Sam Kendricks holds the American pole vaulting record and is going for his second Olympic medal. He’s only… https://t.co/A5vWyLTdmU,Oxford High School,"[[[-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='07d9f76351884000', url='https://api.twitter.com/1.1/geo/id/07d9f76351884000.json', place_type='poi', name='Oxford High School', full_name='Oxford High School', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709], [-89.50670782284384, 34.36824085239709]]]), attributes={})"
