,id,time,text,city_name,coordinates,place
6319,1418722705575194631,2021-07-24 00:00:26+00:00,"“THIS team”

👏🏾👏🏾👏🏾👏🏾👏🏾 https://t.co/O1Ue6Xzdip","Plano, TX","[[[-96.85743, 32.9971507], [-96.612371, 32.9971507], [-96.612371, 33.1253341], [-96.85743, 33.1253341]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='488da0de4c92ac8e', url='https://api.twitter.com/1.1/geo/id/488da0de4c92ac8e.json', place_type='city', name='Plano', full_name='Plano, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-96.85743, 32.9971507], [-96.612371, 32.9971507], [-96.612371, 33.1253341], [-96.85743, 33.1253341]]]), attributes={})"
8376,1418722773371850753,2021-07-24 00:00:42+00:00,STEVE KORNACKI IS AT THE OLYMPICS!!! My khaki wearing boyfriend is back with #TeamUSA stats!!!!!,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='01fbe706f872cb32', url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', place_type='city', name='Washington', full_name='Washington, DC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]), attributes={})"
9310,1418722821560221702,2021-07-24 00:00:53+00:00,"Fun fact: It’s been a dream of mine since I was a kid to announce curling at the Olympics one day. 

Maybe having a… https://t.co/OxCkAhGWUe","Syracuse, NY","[[[-76.204476, 42.984026], [-76.053145, 42.984026], [-76.053145, 43.121188], [-76.204476, 43.121188]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='138181506c13418e', url='https://api.twitter.com/1.1/geo/id/138181506c13418e.json', place_type='city', name='Syracuse', full_name='Syracuse, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-76.204476, 42.984026], [-76.053145, 42.984026], [-76.053145, 43.121188], [-76.204476, 43.121188]]]), attributes={})"
4558,1418722841588031488,2021-07-24 00:00:58+00:00,"Okay, Olympics. Impress me.","Janesville, WI","[[[-89.080479, 42.613559], [-88.943512, 42.613559], [-88.943512, 42.759238], [-89.080479, 42.759238]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='1b210235050e5e85', url='https://api.twitter.com/1.1/geo/id/1b210235050e5e85.json', place_type='city', name='Janesville', full_name='Janesville, WI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-89.080479, 42.613559], [-88.943512, 42.613559], [-88.943512, 42.759238], [-89.080479, 42.759238]]]), attributes={})"
9321,1418722858847588358,2021-07-24 00:01:02+00:00,Friends and family are getting ready to cheer on Neenah native Maddie Wanamaker in women’s four rowing tonight at G… https://t.co/dzappHNmIu,"Neenah, WI","[[[-88.531088, 44.119938], [-88.433837, 44.119938], [-88.433837, 44.194617], [-88.531088, 44.194617]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='37d64ec7121fc808', url='https://api.twitter.com/1.1/geo/id/37d64ec7121fc808.json', place_type='city', name='Neenah', full_name='Neenah, WI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-88.531088, 44.119938], [-88.433837, 44.119938], [-88.433837, 44.194617], [-88.531088, 44.194617]]]), attributes={})"
7007,1418722857249644545,2021-07-24 00:01:02+00:00,"Team Australia looks like they were sponsored by @SUBWAY. 🥴 #OpeningCeremony #Tokyo2020 

https://t.co/7XOlrmOvqO","Boston, MA","[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='67b98f17fdcf20be', url='https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json', place_type='city', name='Boston', full_name='Boston, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]), attributes={})"
2725,1418722871371653123,2021-07-24 00:01:05+00:00,FOH @espn https://t.co/JChjSYH0hP,"Inglewood, CA","[[[-118.378887, 33.9253169], [-118.3134177, 33.9253169], [-118.3134177, 33.9819502], [-118.378887, 33.9819502]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='97e336e1e3ed9e1e', url='https://api.twitter.com/1.1/geo/id/97e336e1e3ed9e1e.json', place_type='city', name='Inglewood', full_name='Inglewood, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-118.378887, 33.9253169], [-118.3134177, 33.9253169], [-118.3134177, 33.9819502], [-118.378887, 33.9819502]]]), attributes={})"
5373,1418722875343884290,2021-07-24 00:01:06+00:00,This was amazing. Everyone should watch! #OpeningCeremony #Olympics https://t.co/qaP1Wty8cq,"Arlington, VA","[[[-77.172219, 38.827378], [-77.031779, 38.827378], [-77.031779, 38.934311], [-77.172219, 38.934311]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='319ee7b36c9149da', url='https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', place_type='city', name='Arlington', full_name='Arlington, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-77.172219, 38.827378], [-77.031779, 38.827378], [-77.031779, 38.934311], [-77.172219, 38.934311]]]), attributes={})"
2724,1418722890623684611,2021-07-24 00:01:10+00:00,The Olympics?,"Houston, TX","[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='1c69a67ad480e1b1', url='https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json', place_type='city', name='Houston', full_name='Houston, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]), attributes={})"
4577,1418722984576143360,2021-07-24 00:01:32+00:00,Hypocrites much @Olympics? #Olympics #Olympics2021 #OlympicGames #TokyoOlympics #ShaCarriRichardson #THC #CBD https://t.co/OLCi0X726F,"Endicott, NY","[[[-76.111625, 42.071647], [-76.036445, 42.071647], [-76.036445, 42.165583], [-76.111625, 42.165583]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='00b2f00d342d5819', url='https://api.twitter.com/1.1/geo/id/00b2f00d342d5819.json', place_type='city', name='Endicott', full_name='Endicott, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-76.111625, 42.071647], [-76.036445, 42.071647], [-76.036445, 42.165583], [-76.111625, 42.165583]]]), attributes={})"
4572,1418722987671359489,2021-07-24 00:01:33+00:00,Is kirstie Alley a Republican? https://t.co/1RJRHV0bu2,"Santa Barbara, CA","[[[-119.763341, 34.395525], [-119.639931, 34.395525], [-119.639931, 34.464245], [-119.763341, 34.464245]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='f6ebc676e5cde864', url='https://api.twitter.com/1.1/geo/id/f6ebc676e5cde864.json', place_type='city', name='Santa Barbara', full_name='Santa Barbara, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-119.763341, 34.395525], [-119.639931, 34.395525], [-119.639931, 34.464245], [-119.763341, 34.464245]]]), attributes={})"
4457,1418723001781035010,2021-07-24 00:01:36+00:00,That's cool 3 on 3 Basketball in the Olympics,"Los Angeles, CA","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})"
4449,1418722999746789377,2021-07-24 00:01:36+00:00,Watching the opening ceremony of the Tokyo Olympics. The United States has 54 percent women representing our countr… https://t.co/wj6Y7lQIpv,"Carmichael, CA","[[[-121.3461003, 38.591142], [-121.291344, 38.591142], [-121.291344, 38.691468], [-121.3461003, 38.691468]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='b37d3f2758ab6f61', url='https://api.twitter.com/1.1/geo/id/b37d3f2758ab6f61.json', place_type='city', name='Carmichael', full_name='Carmichael, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-121.3461003, 38.591142], [-121.291344, 38.591142], [-121.291344, 38.691468], [-121.3461003, 38.691468]]]), attributes={})"
10596,1418723019908861960,2021-07-24 00:01:41+00:00,"‼️let’s go, @MariaTaylor ‼️ https://t.co/SCOXV9ynIv","New Orleans, LA","[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='dd3b100831dd1763', url='https://api.twitter.com/1.1/geo/id/dd3b100831dd1763.json', place_type='city', name='New Orleans', full_name='New Orleans, LA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]]), attributes={})"
