,id,time,text,city_name,coordinates,place
20098,1417273397843841026,2021-07-20 00:01:24+00:00,Excellent Japan Olympic rundown and quick review on @NewsHour with @JudyWoodruff and @cbrennansports #Japan… https://t.co/EpTkOKFW0g,"Duluth, MN","[[[-92.282745, 46.650616], [-91.9629349, 46.650616], [-91.9629349, 46.8660532], [-92.282745, 46.8660532]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='62619a76134ad05e', url='https://api.twitter.com/1.1/geo/id/62619a76134ad05e.json', place_type='city', name='Duluth', full_name='Duluth, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-92.282745, 46.650616], [-91.9629349, 46.650616], [-91.9629349, 46.8660532], [-92.282745, 46.8660532]]]), attributes={})"
31878,1417274127946194970,2021-07-20 00:04:18+00:00,Elijah Scott of Kings 16U on how Junior Olympics has gone and today’s victory! #2021JOs https://t.co/qzHuxh4M70,Foothill High School,"[[[-117.7989, 33.767344], [-117.7989, 33.767344], [-117.7989, 33.767344], [-117.7989, 33.767344]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='07d9e40b73084000', url='https://api.twitter.com/1.1/geo/id/07d9e40b73084000.json', place_type='poi', name='Foothill High School', full_name='Foothill High School', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-117.7989, 33.767344], [-117.7989, 33.767344], [-117.7989, 33.767344], [-117.7989, 33.767344]]]), attributes={})"
24315,1417274701294997511,2021-07-20 00:06:35+00:00,when you find out skateboarding is in the olympics now 😂 https://t.co/esRvxKDpaA,"Houston, TX","[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='1c69a67ad480e1b1', url='https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json', place_type='city', name='Houston', full_name='Houston, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]), attributes={})"
31885,1417275039179808774,2021-07-20 00:07:55+00:00,Safe travels @SouhanStrib &amp; @BlountStrib. Looking forward to your coverage | A terrible idea? A thrilling ride? The… https://t.co/kgmejBRl3z,"Eagle Lake, MN","[[[-93.908906, 44.1523057], [-93.868402, 44.1523057], [-93.868402, 44.171318], [-93.908906, 44.171318]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='a65904009e90ee41', url='https://api.twitter.com/1.1/geo/id/a65904009e90ee41.json', place_type='city', name='Eagle Lake', full_name='Eagle Lake, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-93.908906, 44.1523057], [-93.868402, 44.1523057], [-93.868402, 44.171318], [-93.908906, 44.171318]]]), attributes={})"
10181,1417275523735117831,2021-07-20 00:09:51+00:00,Cancel the Olympics!,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='01fbe706f872cb32', url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', place_type='city', name='Washington', full_name='Washington, DC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]), attributes={})"
27643,1417276189471776781,2021-07-20 00:12:29+00:00,The cardboard box beds for the olympics are fucked up yes but also so funny because like do you really think OLYMPI… https://t.co/EgD5JKxUuj,"Salt Lake City, UT","[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='bd7c511e9f8bc5da', url='https://api.twitter.com/1.1/geo/id/bd7c511e9f8bc5da.json', place_type='city', name='Salt Lake City', full_name='Salt Lake City, UT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-112.0383105, 40.6998952], [-111.795741, 40.6998952], [-111.795741, 40.8317151], [-112.0383105, 40.8317151]]]), attributes={})"
21366,1417276312042020878,2021-07-20 00:12:59+00:00,Remembering September 2013 When Tokyo won the bid to host the games…3 more days to go… #TokyoOlympics https://t.co/uREuhQqkdH,"Tysons Corner, VA","[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='ca12dbe04543ea95', url='https://api.twitter.com/1.1/geo/id/ca12dbe04543ea95.json', place_type='city', name='Tysons Corner', full_name='Tysons Corner, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]), attributes={})"
24325,1417277006568333344,2021-07-20 00:15:44+00:00,A recent Ipsos poll finds that 1 in 3 Americans do not plan on watching the 2021 Summer Olympics. Among those plann… https://t.co/hdW5DkKZPa,"Roseville, CA","[[[-121.385009, 38.716061], [-121.216452, 38.716061], [-121.216452, 38.8102595], [-121.385009, 38.8102595]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='38109314e8d0ee2f', url='https://api.twitter.com/1.1/geo/id/38109314e8d0ee2f.json', place_type='city', name='Roseville', full_name='Roseville, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-121.385009, 38.716061], [-121.216452, 38.716061], [-121.216452, 38.8102595], [-121.385009, 38.8102595]]]), attributes={})"
31901,1417277764131069955,2021-07-20 00:18:45+00:00,"Hey @peacockTV, will I be able to watch the opening ceremony for the Olympics on Peacock or do I need to have anoth… https://t.co/LBlP78pc8K","Round Rock, TX","[[[-97.755394, 30.4684424], [-97.59007, 30.4684424], [-97.59007, 30.5702392], [-97.755394, 30.5702392]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='00c44eeb126d2fcd', url='https://api.twitter.com/1.1/geo/id/00c44eeb126d2fcd.json', place_type='city', name='Round Rock', full_name='Round Rock, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-97.755394, 30.4684424], [-97.59007, 30.4684424], [-97.59007, 30.5702392], [-97.755394, 30.5702392]]]), attributes={})"
25942,1417278006394073089,2021-07-20 00:19:43+00:00,Do you think higher of Justin Rose bc he won a gold medal? Wouldn’t it be more impressive if he won it as a 19 year… https://t.co/lCMoQKL5zB,"Lyndhurst, NJ","[[[-74.138938, 40.762288], [-74.085005, 40.762288], [-74.085005, 40.822113], [-74.138938, 40.822113]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='4a4c49cb161a4eb9', url='https://api.twitter.com/1.1/geo/id/4a4c49cb161a4eb9.json', place_type='city', name='Lyndhurst', full_name='Lyndhurst, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-74.138938, 40.762288], [-74.085005, 40.762288], [-74.085005, 40.822113], [-74.138938, 40.822113]]]), attributes={})"
