,id,time,text,city_name,coordinates,place
3941,1420172308803579905,2021-07-28 00:00:38+00:00,"Been waiting all day to watch the #Olympics tonight and see if Team USA gymnastics can win a gol...

WTF???

Good j… https://t.co/4KlFF2TzXd","Paradise, NV","[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='8fa6d7a33b83ef26', url='https://api.twitter.com/1.1/geo/id/8fa6d7a33b83ef26.json', place_type='city', name='Paradise', full_name='Paradise, NV', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-115.2092535, 35.984784], [-115.0610763, 35.984784], [-115.0610763, 36.137145], [-115.2092535, 36.137145]]]), attributes={})"
5566,1420172341284327427,2021-07-28 00:00:46+00:00,Its already in the wrong year and ppl be locked up in the house. Nobody watching that shit https://t.co/eDKoJycdi7,"Chicago, IL","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='1d9a5370a355ab0c', url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', place_type='city', name='Chicago', full_name='Chicago, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]), attributes={})"
3609,1420172394497511435,2021-07-28 00:00:59+00:00,"Hey America, please don’t Google Jared Fogle; watch this Football ad instead 

- Subway https://t.co/JMSRH6bxRp","Brooklyn, NY","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='011add077f4d2da3', url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', place_type='city', name='Brooklyn', full_name='Brooklyn, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]), attributes={})"
4979,1420172433173135365,2021-07-28 00:01:08+00:00,something about the olympics music makes me go absolutely FERAL,"Delaware, USA","[[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='3f5897b87d2bf56c', url='https://api.twitter.com/1.1/geo/id/3f5897b87d2bf56c.json', place_type='admin', name='Delaware', full_name='Delaware, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]]), attributes={})"
5615,1420172497572569088,2021-07-28 00:01:23+00:00,"Not sure if it’s the #Olympics or the stress that’s motivating me (maybe both), but it feels good to be getting bac… https://t.co/3n0Z73wPqo","Woodstock, GA","[[[-84.5565349, 34.0740435], [-84.4495981, 34.0740435], [-84.4495981, 34.147508], [-84.5565349, 34.147508]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='986b24341eced063', url='https://api.twitter.com/1.1/geo/id/986b24341eced063.json', place_type='city', name='Woodstock', full_name='Woodstock, GA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-84.5565349, 34.0740435], [-84.4495981, 34.0740435], [-84.4495981, 34.147508], [-84.5565349, 34.147508]]]), attributes={})"
2203,1420172563188232194,2021-07-28 00:01:39+00:00,“I have to do what’s right for me and focus on my mental health…..That’s why I decided to take a step back.”… https://t.co/5xJdJkWgS9,"Detroit, MI","[[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='b463d3bd6064861b', url='https://api.twitter.com/1.1/geo/id/b463d3bd6064861b.json', place_type='city', name='Detroit', full_name='Detroit, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]]), attributes={})"
6167,1420172653655072769,2021-07-28 00:02:00+00:00,@HaileyPelland @amandamull She knew what was she was getting into. This wasn’t her first rodeo. If she couldn’t hac… https://t.co/xknNll6Vaz,"Cerritos, CA","[[[-118.108568, 33.84596], [-118.02881, 33.84596], [-118.02881, 33.887971], [-118.108568, 33.887971]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='19d41c6eff11e9d6', url='https://api.twitter.com/1.1/geo/id/19d41c6eff11e9d6.json', place_type='city', name='Cerritos', full_name='Cerritos, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-118.108568, 33.84596], [-118.02881, 33.84596], [-118.02881, 33.887971], [-118.108568, 33.887971]]]), attributes={})"
4343,1420172708055244800,2021-07-28 00:02:13+00:00,"Katie Ledecky is a legend and a champion, but she’s an odd-looking chick. #Olympics","Kentwood, MI","[[[-85.665318, 42.854479], [-85.544605, 42.854479], [-85.544605, 42.971056], [-85.665318, 42.971056]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='638adca1ca0cd926', url='https://api.twitter.com/1.1/geo/id/638adca1ca0cd926.json', place_type='city', name='Kentwood', full_name='Kentwood, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-85.665318, 42.854479], [-85.544605, 42.854479], [-85.544605, 42.971056], [-85.665318, 42.971056]]]), attributes={})"
7139,1420172827336925186,2021-07-28 00:02:42+00:00,So proud of Simone. #Mentalhealth before your sport! https://t.co/D8CFIkOy6G,"Santa Monica, CA","[[[-118.5173575, 33.9951771], [-118.443482, 33.9951771], [-118.443482, 34.050199], [-118.5173575, 34.050199]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='59612bd882018c51', url='https://api.twitter.com/1.1/geo/id/59612bd882018c51.json', place_type='city', name='Santa Monica', full_name='Santa Monica, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-118.5173575, 33.9951771], [-118.443482, 33.9951771], [-118.443482, 34.050199], [-118.5173575, 34.050199]]]), attributes={})"
6350,1420172930667921414,2021-07-28 00:03:06+00:00,Is the regular prime time @nbc broadcast of the Olympics not on @peacock? If not I’m definitely canceling. #Olympics,"Natick, MA","[[[-71.403412, 42.24214], [-71.305249, 42.24214], [-71.305249, 42.329027], [-71.403412, 42.329027]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='003a365b39428a40', url='https://api.twitter.com/1.1/geo/id/003a365b39428a40.json', place_type='city', name='Natick', full_name='Natick, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-71.403412, 42.24214], [-71.305249, 42.24214], [-71.305249, 42.329027], [-71.403412, 42.329027]]]), attributes={})"
6896,1420172974502682630,2021-07-28 00:03:17+00:00,And how many moves does she have named after her? Come. On. https://t.co/pTDU1wkX3a,"Austin, TX","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='c3f37afa9efcf94b', url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', place_type='city', name='Austin', full_name='Austin, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]), attributes={})"
