,id,time,text,city_name,coordinates,place
53473,1417144527668850694,2021-07-19 15:29:19+00:00,This might be more entertaining than the regular basketball tournament https://t.co/WLShGydY0l,"Queens, NY","[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='00c39537733fa112', url='https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', place_type='city', name='Queens', full_name='Queens, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]), attributes={})"
54839,1417144724876496900,2021-07-19 15:30:06+00:00,"@hasaye2 @JoshEberley Sorry, he won the OLYMPICS","Seattle, WA","[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='300bcc6e23a88361', url='https://api.twitter.com/1.1/geo/id/300bcc6e23a88361.json', place_type='city', name='Seattle', full_name='Seattle, WA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]), attributes={})"
54955,1417145508057915399,2021-07-19 15:33:13+00:00,"I never knew the people was getting down at Olympics

Athletes Will Get Condoms as a Parting Gift After Tokyo Games… https://t.co/ZLs6rftS0s","Sacramento, CA","[[[-121.576613, 38.43792], [-121.362715, 38.43792], [-121.362715, 38.6855236], [-121.576613, 38.6855236]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='b71fac2ee9792cbe', url='https://api.twitter.com/1.1/geo/id/b71fac2ee9792cbe.json', place_type='city', name='Sacramento', full_name='Sacramento, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-121.576613, 38.43792], [-121.362715, 38.43792], [-121.362715, 38.6855236], [-121.576613, 38.6855236]]]), attributes={})"
53573,1417145571568066571,2021-07-19 15:33:28+00:00,I don’t get how this bullshit is acceptable but the other two biological woman that tested for “to much natural tes… https://t.co/yxvxg9JQ5C,"Tulare, CA","[[[-119.384597, 36.150891], [-119.295915, 36.150891], [-119.295915, 36.2404878], [-119.384597, 36.2404878]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='07f82da44bfd9cb2', url='https://api.twitter.com/1.1/geo/id/07f82da44bfd9cb2.json', place_type='city', name='Tulare', full_name='Tulare, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-119.384597, 36.150891], [-119.295915, 36.150891], [-119.295915, 36.2404878], [-119.384597, 36.2404878]]]), attributes={})"
15072,1417145961936297984,2021-07-19 15:35:01+00:00,Thanks for coming last night/traveling to the match! Chapter members don't forget to check our store for Arlington… https://t.co/DxGQyuAqS3,Kansas City International Airport (MCI),"[[[-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='07d9f31cad081003', url='https://api.twitter.com/1.1/geo/id/07d9f31cad081003.json', place_type='poi', name='Kansas City International Airport (MCI)', full_name='Kansas City International Airport (MCI)', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238], [-94.71622467041016, 39.29744311286238]]]), attributes={})"
56697,1417146335715790849,2021-07-19 15:36:30+00:00,Can we put Riley on a plane to Tokyo right now? #gymnastics #COVID19 #Olympics2021,"Cinco Ranch, TX","[[[-95.8463667, 29.676113], [-95.711056, 29.676113], [-95.711056, 29.7678652], [-95.8463667, 29.7678652]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='01e74c422dab6107', url='https://api.twitter.com/1.1/geo/id/01e74c422dab6107.json', place_type='city', name='Cinco Ranch', full_name='Cinco Ranch, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-95.8463667, 29.676113], [-95.711056, 29.676113], [-95.711056, 29.7678652], [-95.8463667, 29.7678652]]]), attributes={})"
58604,1417146456687906821,2021-07-19 15:36:59+00:00,Wondering how boxing and wrestling are going to happen at the Olympics considering both are contact sports where th… https://t.co/Bz8HnH4W2o,"Evanston, IL","[[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='8b351eeb91372dc7', url='https://api.twitter.com/1.1/geo/id/8b351eeb91372dc7.json', place_type='city', name='Evanston', full_name='Evanston, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-87.733451, 42.0191507], [-87.6649403, 42.0191507], [-87.6649403, 42.071723], [-87.733451, 42.071723]]]), attributes={})"
56693,1417146794866221057,2021-07-19 15:38:19+00:00,"On this day two years ago, Cincy native @roselavelle returned to her hometown to receive special recognition for he… https://t.co/zwG401TOz1","Cincinnati, OH","[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='e444ecd51bd16ff3', url='https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', place_type='city', name='Cincinnati', full_name='Cincinnati, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]), attributes={})"
54844,1417147322027417605,2021-07-19 15:40:25+00:00,"@marcus_lawler Best of luck Marcus. Not a normal Olympics, but I don’t think there is such a thing 😜","Manhattan, NY","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})"
53493,1417147684075491333,2021-07-19 15:41:51+00:00,"#TeamUSA weightlifter Jourdan Delacruz, one of two weightlifters who train in Suwanee who we profiled last month, a… https://t.co/mS2kLhDd9Q","Atlanta, GA","[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]]","Place(_api=<tweepy.api.API object at 0x2b235387f970>, id='8173485c72e78ca5', url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', place_type='city', name='Atlanta', full_name='Atlanta, GA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x2b235387f970>, type='Polygon', coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]]), attributes={})"
